latent_idx,model_a_norm,model_b_norm,relative_norm
9294,1.1022396,0.16530977,0.13041683
9295,0.30384174,0.15743086,0.3412968
9296,1.0167552,1.0602307,0.51046604
9297,0.62645686,0.72512776,0.5365019
9298,1.0673795,1.149806,0.5185881
9299,0.79530436,0.98689854,0.55375206
9300,0.09272957,0.0744263,0.44525093
9301,0.05943949,0.102155164,0.6321692
9302,0.14034805,1.4246533,0.9103208
9303,0.8439638,0.95365876,0.53051114
9304,0.049929988,0.049930003,0.50000006
9305,1.8881116,0.24746755,0.115878426
9306,1.2208312,0.17868556,0.12767662
9307,0.9069371,0.87793136,0.49187455
9308,0.95805913,0.8184595,0.46070978
9309,0.9422974,1.0893282,0.5361855
9310,0.075921565,1.9220498,0.96200067
9311,0.8231145,1.0308814,0.5560322
9312,0.8821126,0.8972314,0.5042484
9313,0.7875331,0.97303635,0.55268276
9314,0.776684,0.7235897,0.48230514
9315,0.2441195,0.75867516,0.75656086
9316,0.82814276,0.8901677,0.5180482
9317,0.8966071,0.8662751,0.49139702
9318,1.0283092,0.98270637,0.4886617
9319,1.0269762,1.0322748,0.50128657
9320,1.3908948,0.22063115,0.13690823
9321,1.0874114,0.8853288,0.44878125
9322,1.3797257,0.16004428,0.10394038
9323,0.1296286,0.27970502,0.68331796
9324,0.11725547,1.0519419,0.89971286
9325,1.1137773,1.0399855,0.48286912
9326,0.45585397,0.363597,0.44370806
9327,1.7821524,0.24924114,0.12269466
9328,0.9411415,0.90318733,0.48971057
9329,0.74724954,0.9551754,0.5610675
9330,0.7880419,0.13940834,0.15031354
9331,0.9119851,1.0092268,0.52530736
9332,0.88267946,0.8831726,0.50013965
9333,0.8668006,1.166881,0.5737776
9334,0.06832435,0.9924512,0.9355902
9335,0.17141227,1.896711,0.91711694
9336,0.3364189,0.47721043,0.5865207
9337,1.0202403,1.081393,0.51454884
9338,0.31840307,1.5185896,0.82667154
9339,1.1669239,1.0742787,0.47933137
9340,0.7685345,0.8723913,0.5316458
9341,0.9993674,0.9194882,0.4791857
9342,0.9189766,0.9525162,0.50896066
9343,1.979257,0.26483485,0.11801427
9344,0.24316476,0.5542724,0.69506717
9345,0.8899934,0.97338027,0.5223752
9346,1.238538,1.2153375,0.49527267
9347,1.1510872,1.0488387,0.47676092
9348,0.9991007,0.9464727,0.48647496
9349,1.0014101,0.92366403,0.479807
9350,0.9102758,0.9206639,0.5028368
9351,1.0265523,1.0817153,0.5130825
9352,0.1717021,1.5286024,0.8990168
9353,1.1489407,1.1401193,0.49807313
9354,0.22746335,1.9471374,0.8954
9355,0.93827474,0.98810357,0.5129333
9356,0.96180356,0.9094221,0.48600346
9357,0.8828605,0.841946,0.4881394
9358,0.16179964,0.7148709,0.81543845
9359,0.0674549,0.0535911,0.44273335
9360,0.15214263,0.7059994,0.82270694
9361,0.80899686,0.93784225,0.5368796
9362,0.085042164,1.0273756,0.923552
9363,1.0729642,0.9271608,0.46355143
9364,0.11164146,0.31228104,0.73664653
9365,1.028795,0.81553155,0.44218394
9366,1.2803597,0.19516668,0.13226919
9367,0.92052215,0.9110032,0.49740136
9368,0.9178067,0.7983363,0.4651922
9369,1.5458758,0.21892343,0.12405005
9370,0.8596787,0.9195059,0.5168131
9371,1.4729445,0.23559116,0.13789068
9372,1.1386023,1.1758224,0.5080409
9373,0.7008089,0.7845261,0.52818125
9374,0.8372532,0.7321315,0.46650863
9375,0.9197747,0.96463317,0.5119025
9376,0.9425001,0.8861897,0.4846036
9377,0.8334327,0.91535074,0.52342147
9378,0.970455,0.80501217,0.45340866
9379,0.9481947,0.97923213,0.5080515
9380,0.927655,1.0050411,0.52002025
9381,0.22239825,0.724277,0.7650744
9382,0.9392115,1.0280088,0.52256924
9383,1.8815136,0.26435947,0.12319437
9384,0.94045025,1.027182,0.5220396
9385,0.18683173,0.77147067,0.80503887
9386,0.9316308,0.683568,0.42320982
9387,1.2203348,1.0308709,0.45791948
9388,0.9176591,0.9951275,0.52025014
9389,0.1427278,1.0153103,0.8767503
9390,0.6710721,0.61876583,0.4797237
9391,0.86345065,0.9113641,0.5134981
9392,0.9345504,0.9033564,0.4915137
9393,0.64088094,0.7519823,0.5398823
9394,1.0657295,1.2900559,0.5476118
9395,0.2085643,0.17736018,0.45957226
9396,0.14173031,0.67715365,0.8269226
9397,0.058633808,0.063288815,0.51909
9398,0.9691079,0.7268977,0.42859393
9399,1.4150016,0.30139798,0.17559895
9400,1.1007113,1.2087579,0.5233921
9401,1.0295597,1.0008469,0.4929293
9402,0.9040759,0.1785553,0.16492715
9403,0.7840262,0.76387054,0.49348933
9404,0.9116269,0.9845317,0.51922435
9405,0.8578646,0.7775432,0.475443
9406,0.91417634,0.96856505,0.514444
9407,0.8656708,0.8530396,0.4963254
9408,0.8867394,1.2004011,0.57514143
9409,0.5968955,1.8232232,0.75336105
9410,0.46977818,0.61072224,0.56522167
9411,0.0894499,1.2332493,0.9323732
9412,0.9703938,1.0576394,0.5215099
9413,1.2710091,1.1324574,0.47117668
9414,0.22195911,1.5959975,0.87790734
9415,1.0199133,1.0257574,0.5014284
9416,1.1067245,1.1521404,0.5100528
9417,0.094715096,0.062022336,0.3957085
9418,0.96190476,0.6891433,0.41739747
9419,1.794774,0.24725021,0.121080935
9420,1.0761194,0.95254886,0.4695439
9421,0.81000584,0.8384878,0.5086388
9422,1.0632908,1.0187159,0.48929518
9423,0.953814,0.9336203,0.49465048
9424,0.8055065,0.57803196,0.41779247
9425,0.9813455,0.8786355,0.4723895
9426,1.0503234,0.9938064,0.48617578
9427,0.9469287,0.844564,0.47143033
9428,1.3411312,1.0157856,0.43098065
9429,0.7953002,1.0328934,0.5649803
9430,1.0323436,0.9732704,0.48527303
9431,0.77288777,1.1721501,0.60263616
9432,0.1153133,0.82893866,0.87787867
9433,0.9029575,0.9069865,0.50111306
9434,1.1955446,0.21234742,0.1508265
9435,1.1272689,1.2676284,0.52930385
9436,0.8978526,0.8218355,0.477898
9437,1.0576882,1.0768515,0.5044889
9438,0.13588269,0.6586546,0.82897884
9439,1.090865,1.1928202,0.52232254
9440,0.99907726,0.9195522,0.47927558
9441,0.8786262,0.6756209,0.43469337
9442,0.19025841,0.69643104,0.7854284
9443,1.0630944,0.88568914,0.4544831
9444,0.80591214,0.7282677,0.47469512
9445,0.9255154,0.87699276,0.48654026
9446,0.863146,0.8386224,0.49279466
9447,0.90616065,1.0060794,0.52612615
9448,1.036128,0.96171755,0.4813773
9449,0.70752436,1.1745803,0.62407815
9450,1.0534139,1.0242233,0.49297506
9451,0.8868819,0.7561625,0.46022037
9452,0.22977315,0.13354136,0.36756408
9453,0.15520194,1.6215518,0.9126486
9454,0.12196419,0.16393134,0.57339597
9455,0.9280075,0.8509938,0.4783548
9456,1.0017661,1.3130081,0.56722945
9457,1.761215,0.23542625,0.117911145
9458,0.9570521,1.0366046,0.5199514
9459,1.7520714,0.22059831,0.11182729
9460,1.5845683,0.16819836,0.095961645
9461,1.8346661,0.16110879,0.080724925
9462,0.18471259,0.2596098,0.5842825
9463,0.19294347,1.4071195,0.8794151
9464,0.76674837,0.16774186,0.17950094
9465,1.1015258,1.0416543,0.4860321
9466,1.147493,1.1981406,0.5107962
9467,0.21790917,0.084528394,0.27949038
9468,1.2525101,0.96134037,0.43423906
9469,0.9905174,1.0468823,0.5138325
9470,0.7926039,0.7927239,0.50003785
9471,0.14768778,0.59151536,0.8002068
9472,0.14154692,0.73847824,0.83915585
9473,0.9593786,1.03024,0.5178078
9474,0.7253185,0.7190265,0.49782187
9475,0.21518928,0.5308768,0.71156806
9476,0.6456201,0.6698851,0.5092227
9477,0.84704214,0.89144474,0.5127705
9478,0.8996415,0.9453686,0.5123921
9479,0.7278024,0.2386512,0.24693498
9480,0.07048299,0.053045236,0.42941794
9481,0.7733737,0.71544164,0.48054427
9482,0.8595746,0.74075747,0.46287736
9483,1.0609632,1.048851,0.49712956
9484,0.056833215,0.074999265,0.56889826
9485,2.196415,0.19999583,0.08345641
9486,0.9160354,0.8336366,0.47645307
9487,2.142241,0.2989929,0.12247614
9488,0.6967457,0.17462447,0.20040217
9489,1.2132121,1.234489,0.5043463
9490,0.93182844,0.92589426,0.49840283
9491,0.4519087,0.14168741,0.2386933
9492,1.0634646,1.1219671,0.51338464
9493,0.11723669,0.8809363,0.88254875
9494,0.79924494,0.9403824,0.54056543
9495,0.8973033,1.0156263,0.5309272
9496,1.2040045,0.22320123,0.15639035
9497,1.0252098,0.7710266,0.42924562
9498,0.9363017,0.9838536,0.51238227
9499,1.7439895,0.19048849,0.09847023
9500,0.6695493,0.25559506,0.27627587
9501,1.153744,0.88941467,0.43531358
9502,0.95776236,0.9883658,0.5078627
9503,0.15571374,0.78575337,0.8346052
9504,0.7687618,0.5661388,0.42410558
9505,1.0271116,1.2702096,0.55290896
9506,0.82963985,1.0048747,0.54776055
9507,0.8765454,0.95549375,0.5215466
9508,0.89530843,0.94843847,0.5144082
9509,1.1737859,1.0680382,0.4764148
9510,0.9980866,0.9061856,0.4758698
9511,1.0127993,0.5906675,0.368369
9512,1.0586183,1.0344713,0.49423173
9513,1.0284958,1.0370028,0.50205934
9514,0.9907882,0.8935315,0.47419313
9515,0.9411534,0.846254,0.47345334
9516,0.690446,1.6612579,0.70640606
9517,0.09573588,0.16214843,0.6287642
9518,0.15209448,1.6455722,0.9153934
9519,1.4549812,0.19009109,0.115551814
9520,1.0262842,0.9474687,0.48003408
9521,1.8319789,0.3337491,0.1541048
9522,0.3939524,0.32991678,0.4557685
9523,1.3415847,0.7359747,0.35424966
9524,0.9298048,0.9656554,0.509457
9525,0.41129515,0.03869878,0.08599845
9526,1.9536028,0.20723502,0.09590494
9527,1.3758426,0.19579153,0.12457832
9528,0.047243048,1.3152487,0.965326
9529,0.19082285,0.06572024,0.2561762
9530,0.77267224,0.8557034,0.5254951
9531,1.1787916,0.16049853,0.119838506
9532,1.0163944,0.9413466,0.48083305
9533,0.90659237,1.2508687,0.5797873
9534,1.2240136,1.0224963,0.4551488
9535,0.26251963,0.7145752,0.73132634
9536,0.8509619,0.8908858,0.5114602
9537,1.1361305,1.0077614,0.47006166
9538,0.91370034,0.9961351,0.52158165
9539,0.12837307,0.8342719,0.86664546
9540,1.0982794,0.9747425,0.47020367
9541,1.0231448,0.98890823,0.49149212
9542,2.2142036,0.22327565,0.091601044
9543,0.90709823,0.7888405,0.465135
9544,1.2054504,0.16611855,0.121115714
9545,0.99980325,0.84732425,0.4587254
9546,0.21575892,0.105213225,0.3277955
9547,1.0558181,1.1322242,0.5174599
9548,0.15408333,0.7307713,0.825866
9549,1.6026962,0.36734572,0.18646595
9550,0.09899339,0.20818938,0.6777378
9551,0.94420356,0.9045951,0.48928806
9552,0.8051387,0.8546686,0.51492035
9553,1.21411,0.08732708,0.067100495
9554,1.8922873,0.18518972,0.08914165
9555,1.5140376,0.17204623,0.10203896
9556,0.8814779,0.8952791,0.50388384
9557,0.99536717,0.92723876,0.48228225
9558,0.8758067,0.9193588,0.5121304
9559,1.7499778,0.25128067,0.12556133
9560,0.8978599,0.817538,0.476588
9561,0.8771186,0.91148305,0.50960654
9562,0.98379815,1.0087094,0.5062512
9563,1.0422487,1.0710839,0.50682217
9564,1.0551068,1.0321962,0.4945119
9565,0.1477067,1.5879683,0.9148995
9566,0.80938077,0.9318635,0.53517103
9567,0.9895938,1.0711081,0.5197783
9568,0.9454879,0.87118775,0.4795505
9569,0.06598952,0.1100973,0.62524444
9570,0.9309085,0.9785617,0.5124781
9571,0.99339163,0.9871352,0.4984205
9572,0.9964104,0.98415047,0.49690494
9573,2.0219865,0.26608068,0.11629059
9574,0.9439684,0.99081916,0.5121075
9575,1.8494666,0.26618633,0.12581758
9576,1.2620062,1.236953,0.4949873
9577,0.17183061,0.62184507,0.78350025
9578,0.95786726,0.9803549,0.5058011
9579,0.3085154,0.1727295,0.35892224
9580,1.2095765,0.12040523,0.09053149
9581,1.1144005,1.1419802,0.5061115
9582,0.99297005,1.1520823,0.5370882
9583,0.3722914,1.8532039,0.8327153
9584,1.0845885,1.123984,0.50891876
9585,0.9139172,0.9573294,0.51159984
9586,0.054309472,0.13116866,0.70719206
9587,1.0815217,1.0766706,0.49887612
9588,0.21906628,0.5307293,0.707832
9589,0.90314984,1.2172674,0.5740698
9590,1.409435,0.15142742,0.097015224
9591,1.0902826,1.1924562,0.52237964
9592,0.68636185,0.89776033,0.5667242
9593,1.3909466,0.1550808,0.100309215
9594,0.8510029,0.6480981,0.43232453
9595,0.5805982,0.44616318,0.43453446
9596,0.8033101,0.773193,0.49044815
9597,1.1021788,1.0197811,0.48058453
9598,2.2967036,0.23990081,0.09457557
9599,2.017744,0.37450212,0.15654832
9600,0.18098477,0.19161391,0.5142635
9601,1.11526,0.9147924,0.45062503
9602,1.0569448,1.2232939,0.53647625
9603,0.8396534,0.9155952,0.5216328
9604,0.07685188,0.12406452,0.6174932
9605,0.9584705,0.78383225,0.44988292
9606,1.1271825,1.0767938,0.48856872
9607,0.84858394,0.80363643,0.48639786
9608,0.11716932,0.94850737,0.8900517
9609,1.0130209,1.1756108,0.53714424
9610,0.20737398,0.525109,0.716889
9611,1.7198769,0.37298033,0.17821586
9612,0.23727988,1.2003883,0.83495504
9613,1.7036041,0.18445991,0.09769791
9614,1.0980239,0.18008734,0.14090115
9615,1.9707054,0.35699037,0.15336642
9616,1.7152683,0.18683505,0.098225504
9617,1.1077801,1.0172235,0.4786926
9618,0.9155018,0.8605755,0.48453718
9619,0.8414567,0.7307121,0.46477968
9620,0.14218904,0.76614296,0.8434614
9621,0.17000116,1.2681351,0.88179064
9622,0.06945121,0.054190397,0.4382861
9623,1.1160395,1.1820259,0.514357
9624,0.87304795,0.8902536,0.5048788
9625,0.06944047,1.298963,0.9492544
9626,0.9720549,0.9773429,0.5013563
9627,0.19444887,0.72630066,0.78881454
9628,0.9226303,1.0050714,0.5213833
9629,0.6992291,0.6682578,0.4886758
9630,1.0421981,1.0237572,0.495537
9631,0.921839,0.914039,0.4978757
9632,0.8773323,0.94849116,0.5194868
9633,1.106894,1.1433111,0.508092
9634,0.91993165,0.90633893,0.49627855
9635,0.537125,0.72569877,0.5746635
9636,0.91836923,1.0259825,0.5276733
9637,1.0334709,0.8837693,0.46095908
9638,0.83238226,0.7845234,0.4852005
9639,1.0072473,1.0079163,0.500166
9640,0.8179345,0.91239274,0.5272949
9641,0.67488754,0.89150876,0.5691464
9642,0.87341106,0.2246583,0.20459391
9643,1.7252145,0.1743861,0.09180146
9644,0.8306491,0.7772994,0.48341063
9645,0.13352571,1.2752132,0.90521616
9646,0.13480388,0.92015475,0.87221885
9647,0.1836863,0.66651493,0.7839496
9648,1.0390567,0.96454024,0.48140436
9649,0.067139976,0.052058946,0.4367401
9650,1.5634835,0.29869482,0.16040076
9651,0.8602667,0.9227368,0.5175182
9652,0.79320526,0.90523046,0.5329789
9653,1.063098,1.1138283,0.5116519
9654,0.6562947,0.17177519,0.20744044
9655,1.9072465,0.22285342,0.10462112
9656,0.8923516,0.75114185,0.45703977
9657,0.9423237,1.0449431,0.52581924
9658,1.3627741,0.17407848,0.11326947
9659,1.0337466,1.0165676,0.49581063
9660,1.7963256,0.15108268,0.07758141
9661,1.1151608,1.3339051,0.5446587
9662,1.5935243,0.19620568,0.10962864
9663,1.4070346,0.23942521,0.1454182
9664,0.38083673,1.5645032,0.8042313
9665,0.8857969,0.8233926,0.4817445
9666,0.70605487,0.7940872,0.5293413
9667,0.81068116,0.8644955,0.5160623
9668,0.8023663,0.22639616,0.2200665
9669,0.23181303,0.7249604,0.7577138
9670,0.17061205,2.019889,0.92211276
9671,0.051389918,0.0539599,0.5121974
9672,1.1143963,1.0389287,0.4824765
9673,0.8621078,0.8578051,0.49874914
9674,0.79118323,1.1297514,0.5881259
9675,1.9699662,0.23077203,0.10486119
9676,1.0547526,0.9565564,0.475589
9677,1.7318196,0.17917782,0.093761414
9678,0.055886593,0.058645193,0.51204294
9679,0.1401,0.4629224,0.76767033
9680,0.88946307,0.89858013,0.5025494
9681,1.8463616,0.1937094,0.094952285
9682,1.1569449,1.2114667,0.5115102
9683,0.9066947,0.8693775,0.48949444
9684,0.9483274,0.07986154,0.07767204
9685,1.1697562,1.0254736,0.46713725
9686,1.5586954,0.20182861,0.11464121
9687,0.9155131,1.0829968,0.5419022
9688,0.92313534,0.9211899,0.49947256
9689,0.8980884,0.9952637,0.52566224
9690,0.9884107,0.07174893,0.067677476
9691,1.0576687,1.0321189,0.493887
9692,0.22969607,1.8959303,0.8919396
9693,0.19561204,1.7920346,0.9015861
9694,1.061607,1.116776,0.5126629
9695,0.05368061,0.07805537,0.5925137
9696,0.91884637,0.91171896,0.49805322
9697,0.23095503,0.11750226,0.33720708
9698,0.78261375,0.7200798,0.4791927
9699,1.7052901,0.20860113,0.1089932
9700,1.0249947,0.5836984,0.36284012
9701,1.7628448,0.18801896,0.09637729
9702,0.54825276,1.8779767,0.7740309
9703,0.879506,0.86245054,0.49510452
9704,1.190825,1.1433945,0.48984018
9705,0.90379167,0.9767351,0.5193944
9706,0.31415367,2.3337412,0.8813572
9707,0.85674727,0.9849233,0.53479886
9708,1.1830786,1.3216277,0.52765775
9709,0.10054369,0.12667556,0.55750364
9710,1.0331233,1.1335733,0.5231805
9711,0.08457709,0.07416178,0.46719354
9712,0.19563477,0.13188748,0.4026825
9713,0.9568329,0.98997897,0.5085129
9714,0.96183467,0.94742656,0.4962268
9715,0.80834347,1.4100044,0.63561016
9716,0.80868524,0.89239275,0.52460426
9717,1.2058046,1.0952753,0.4759832
9718,0.92943376,0.9014567,0.49235973
9719,1.6772832,0.21449308,0.11338185
9720,2.0959518,0.38098392,0.1538126
9721,1.030922,0.114469476,0.09993916
9722,1.4502745,0.24114369,0.14256893
9723,0.10539951,0.3567844,0.7719533
9724,0.9514858,0.91691935,0.49074975
9725,0.80214554,0.80749017,0.5016602
9726,1.3720309,0.27543336,0.16718625
9727,1.0857588,1.1761384,0.51997876
9728,0.95733356,1.0784359,0.5297436
9729,0.8589866,0.8761297,0.50494003
9730,0.96843195,0.7612714,0.44011673
9731,1.5329825,0.17212927,0.10094897
9732,1.175884,1.0147295,0.46321705
9733,1.1752067,1.1306429,0.4903368
9734,0.995882,1.076809,0.51952225
9735,1.1036586,1.1673669,0.51402634
9736,0.116276,1.1341956,0.90701425
9737,0.72066945,0.81449556,0.53055894
9738,0.76675427,0.84773886,0.5250805
9739,1.159313,1.1136055,0.4899452
9740,1.5948039,0.3093903,0.16247833
9741,0.90803206,0.71885955,0.44186077
9742,1.7897655,0.49945763,0.21817778
9743,0.80280006,0.8185604,0.5048602
9744,0.86561054,0.9381345,0.5201037
9745,0.98457974,1.112634,0.53052956
9746,0.81182194,0.76410717,0.48486137
9747,0.7616117,0.13819697,0.15358485
9748,1.4747506,0.17935924,0.10843249
9749,0.8360028,0.76401913,0.47750542
9750,0.9280858,0.86390203,0.48209146
9751,0.15345496,0.18193159,0.54245347
9752,0.844083,1.0361162,0.5510673
9753,0.058255304,0.058725063,0.50200784
9754,0.9073269,0.86104554,0.48691413
9755,0.25792536,2.1259408,0.8918038
9756,0.80964756,0.63909644,0.44113827
9757,1.0139178,1.1824543,0.53836703
9758,0.7635789,0.85204715,0.5273789
9759,0.1211948,0.06184243,0.33786803
9760,0.6048451,1.8203604,0.7506005
9761,0.2504934,0.5736511,0.6960564
9762,0.12170166,0.29208973,0.7058864
9763,1.0339231,1.0666075,0.50778
9764,1.1421602,1.2148921,0.5154286
9765,1.0529046,1.2571363,0.54420525
9766,0.93532765,0.9118858,0.4936548
9767,0.17956129,0.81587195,0.81961495
9768,0.7872473,0.7550925,0.48957598
9769,0.9954117,1.0661101,0.5171472
9770,1.1244916,0.9387349,0.45498392
9771,1.2422014,0.17779733,0.1252095
9772,0.9271787,0.814102,0.4675306
9773,1.0884272,1.1550293,0.51484364
9774,1.7853506,0.32609364,0.15444104
9775,0.18885244,0.086880416,0.31508908
9776,0.095745176,0.24011566,0.714926
9777,1.0827582,1.1200612,0.5084671
9778,0.94526386,0.9533033,0.5021172
9779,0.99857986,1.0345832,0.50885403
9780,0.20058624,0.1289185,0.3912493
9781,1.0738138,1.0845896,0.50249624
9782,0.80710965,0.7815126,0.49194363
9783,0.9417744,1.0260546,0.5214145
9784,0.90884715,0.9396066,0.50832033
9785,0.8384473,1.0104506,0.5465151
9786,0.92574346,0.9013532,0.49332538
9787,0.78679323,0.80430174,0.50550205
9788,1.0763915,1.0136681,0.48499483
9789,1.0564498,1.0847664,0.50661224
9790,0.9200232,0.99501014,0.5195785
9791,0.09748654,0.08421009,0.46346536
9792,1.0605595,1.0184005,0.4898606
9793,1.0076416,1.0046031,0.49924502
9794,0.5705289,0.6451256,0.53068167
9795,0.074090995,0.17451441,0.70197356
9796,0.15236676,0.7339878,0.8280973
9797,0.16750166,0.6511961,0.79540473
9798,0.83702856,0.90635246,0.519882
9799,0.69254315,0.87151724,0.55721456
9800,0.89646214,0.71272343,0.44290942
9801,0.94617116,1.1316932,0.5446425
9802,0.08722557,0.12643722,0.5917606
9803,0.42742053,0.2589266,0.37725312
9804,1.6821475,0.20367527,0.1080034
9805,0.94354737,1.0820554,0.53418934
9806,0.849238,1.0559694,0.5542543
9807,1.1521581,1.1683335,0.5034853
9808,0.9174248,0.9148507,0.49929756
9809,0.8831952,0.9702402,0.5234821
9810,0.050503314,0.051762197,0.506155
9811,0.33721867,1.5723476,0.8234056
9812,0.16338404,1.3659964,0.89316976
9813,0.1425704,1.0337135,0.8787959
9814,1.1830738,1.0041012,0.4590859
9815,0.6710916,0.84886223,0.55847895
9816,0.87269866,0.9955818,0.5328867
9817,1.134047,1.0685006,0.48512036
9818,0.8029419,0.9243334,0.53513956
9819,0.17347185,1.584777,0.9013383
9820,1.2060046,0.9430003,0.43880787
9821,0.079946004,0.0981467,0.55109894
9822,1.3402156,0.9484807,0.41441965
9823,0.77579826,0.9511782,0.5507766
9824,0.07418232,0.10055813,0.5754714
9825,1.9543852,0.25491226,0.11538159
9826,0.8172769,0.97214824,0.54327404
9827,0.90853614,0.9391374,0.50828105
9828,0.20973362,0.81451976,0.7952327
9829,0.9863243,0.9865908,0.50006753
9830,0.08127297,0.10039508,0.5526293
9831,0.88395804,0.91923434,0.5097816
9832,0.96302605,1.0739664,0.5272314
9833,1.7590905,0.30188718,0.14647765
9834,1.2306778,1.3875226,0.5299528
9835,2.124678,0.32578537,0.13294847
9836,0.7624487,0.861776,0.5305768
9837,0.9106116,1.0613576,0.5382222
9838,1.9643698,0.5183788,0.20879231
9839,0.8765881,0.9815859,0.52825296
9840,0.9925876,0.97327614,0.4950883
9841,1.1566063,0.99369293,0.46211842
9842,0.08290558,0.2869854,0.7758648
9843,0.9690119,0.7688154,0.44240034
9844,0.90050113,0.9275652,0.50740236
9845,1.3590385,0.13843001,0.09244269
9846,1.2237848,1.1447257,0.48331037
9847,1.6337506,0.25238833,0.13381216
9848,0.8196442,0.78431094,0.48898557
9849,0.07610805,0.09276253,0.54931134
9850,1.0119315,0.95603573,0.4857986
9851,0.061300885,0.107775785,0.63743734
9852,0.923631,0.9679102,0.5117045
9853,1.0872693,0.836649,0.43486723
9854,0.16996327,0.0709633,0.2945433
9855,0.9252336,1.0480031,0.5311087
9856,1.0172938,0.9546017,0.48410362
9857,0.11650624,0.08582385,0.4241774
9858,0.74122745,0.6820578,0.4792137
9859,1.3702896,0.11371927,0.07662978
9860,0.8229832,0.94783705,0.5352531
9861,0.46687216,1.3049504,0.73650175
9862,0.22387531,0.4277377,0.65642905
9863,1.0187258,0.9754386,0.48914653
9864,1.0625755,0.17610489,0.14217137
9865,0.2889294,2.0064719,0.8741268
9866,0.88820076,0.9623465,0.5200334
9867,0.7700921,0.9305329,0.5471711
9868,0.8028397,1.1557362,0.59009004
9869,0.10754384,0.08300735,0.43561706
9870,1.0438877,1.0961562,0.51221204
9871,0.8534467,0.890638,0.51066214
9872,0.055770557,0.051488407,0.4800383
9873,1.1282856,1.0802516,0.4891254
9874,0.7930759,0.8486626,0.5169292
9875,0.7969539,0.82406914,0.5083636
9876,1.5619999,0.47538972,0.23333274
9877,1.1517853,0.9301235,0.4467648
9878,0.88589877,1.3097558,0.5965218
9879,0.23431763,1.3727047,0.8541914
9880,0.19574298,0.95146275,0.82937413
9881,0.1681108,0.75786316,0.8184498
9882,0.93691725,0.88141364,0.48473775
9883,0.97323203,0.9378062,0.49073127
9884,0.6159425,0.71283215,0.53645825
9885,0.117501624,0.20328875,0.6337121
9886,1.0078799,0.14085236,0.122615494
9887,1.3712875,0.18144397,0.116854705
9888,2.2442696,0.36761844,0.14074817
9889,0.9844302,0.716651,0.42129147
9890,1.9851636,0.19536674,0.08959597
9891,0.052066557,0.06424024,0.55233437
9892,1.2013121,1.1664089,0.49262935
9893,0.837037,0.9217345,0.5240786
9894,0.18815586,1.265464,0.87056047
9895,1.7176803,0.18494284,0.097204134
9896,0.9308774,0.92878836,0.49943835
9897,1.0245029,1.0530299,0.5068656
9898,1.9046553,0.4570529,0.1935264
9899,0.8469607,1.0106801,0.5440665
9900,0.9272262,0.8515493,0.47872785
9901,0.88698286,0.046928003,0.05024891
9902,0.87960833,0.041672327,0.04523304
9903,0.88640064,0.95485836,0.5185899
9904,0.8249346,0.63515204,0.43500984
9905,0.9284481,0.88688344,0.4885518
9906,0.927476,0.96106917,0.5088939
9907,0.97873676,0.89799464,0.47848862
9908,0.27359617,1.8631352,0.87195575
9909,0.19520085,0.5619155,0.7421785
9910,1.5521177,0.4034148,0.20629407
9911,0.97184205,0.8795438,0.4750732
9912,0.8215545,1.05431,0.5620395
9913,1.0733292,1.0960511,0.505237
9914,0.97493607,0.9316637,0.48865196
9915,1.0460681,0.98394537,0.48469892
9916,0.91779685,1.0501866,0.5336359
9917,1.0022281,0.9831569,0.4951971
9918,1.1091512,0.94441134,0.45988923
9919,2.12566,0.189844,0.0819882
9920,0.9692096,0.90687734,0.48338768
9921,0.4693937,0.16218175,0.25678918
9922,0.8376162,0.9818479,0.5396358
9923,0.9607721,0.9689806,0.5021268
9924,1.0063851,0.09752563,0.08834558
9925,1.0647123,1.1416212,0.5174291
9926,0.7874329,0.9082841,0.5356342
9927,0.24717306,1.8369912,0.8814043
9928,0.7377213,0.7838154,0.5151472
9929,1.123038,1.2474766,0.52624714
9930,0.90668166,0.71474254,0.44081157
9931,1.1921097,1.2789567,0.51757276
9932,0.24625608,0.82035667,0.76912326
9933,1.0122771,0.99238205,0.4950378
9934,0.21168855,1.782333,0.8938384
9935,0.9920249,0.96468043,0.49301264
9936,1.2002887,0.121991664,0.09225855
9937,0.8195453,0.80442154,0.49534354
9938,0.9192457,0.9443398,0.50673276
9939,1.1696365,1.2038105,0.5071992
9940,1.0979884,1.007888,0.47860736
9941,0.89438045,0.9055364,0.503099
9942,0.09809279,0.18130112,0.6489086
9943,0.1573344,1.3901316,0.8983277
9944,1.0705715,1.1268919,0.5128148
9945,1.2194585,1.1471058,0.48471355
9946,1.8126608,0.16454619,0.08322153
9947,0.7982328,0.8340181,0.51096195
9948,1.0092916,1.0263016,0.50417817
9949,1.0919656,0.94591564,0.46416625
9950,1.0373249,0.99050224,0.48845494
9951,0.967917,0.95687056,0.49713048
9952,0.87330824,0.9101125,0.5103184
9953,0.84385085,0.98347986,0.53820574
9954,1.2142262,1.0569243,0.46536955
9955,0.71377766,0.9900962,0.5810854
9956,1.1962041,1.2213999,0.50521094
9957,0.69171935,0.8741028,0.55823886
9958,0.23475969,1.989702,0.89446455
9959,0.96037066,1.4881023,0.6077675
9960,1.1010547,0.99312615,0.47423133
9961,0.98961306,0.9043214,0.47748291
9962,0.055059392,0.065595105,0.5436607
9963,0.36799273,1.979624,0.8432484
